epoch,learning_rate,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,val_accuracy
12,0.0001,0.02043427221502345,0.9897189619137053,0.9797026836768598,0.0198036062542394,0.9902492039893047,0.9807325134794396,0.9889986509659204,0.9915462734110384,0.9904072180569891,0.9909417715417334
13,0.0001,0.020257845879931433,0.9897459744282064,0.9797556701359905,0.02071096601402275,0.9897818603070385,0.9798238930932011,0.9893276107957564,0.9902892022965902,0.9906779051904219,0.990520934024489
14,0.0001,0.02006722838966272,0.9898796188196807,0.9800153103537179,0.01952942411965096,0.9903210828821343,0.9808752310563282,0.9906131634152079,0.9900743607656065,0.9918395507048412,0.9910239512661854
15,0.0001,0.019816301148504346,0.9899430988239045,0.9801371530705283,0.019847162729914648,0.9902185914387186,0.9806754669870239,0.9899758238749332,0.9905044468770544,0.9912618714642812,0.9909206241010183
16,0.0001,0.01974843822352141,0.9899722149391001,0.9801948667697611,0.020419293192652874,0.9900749072612051,0.9803934373769415,0.9920333835733942,0.9881698067288801,0.9930858786206648,0.9908140481236469
17,5e-05,0.018965060021425922,0.9903477089456362,0.9809280061280786,0.019500937554087626,0.9905323729098562,0.9812882783183132,0.9900127288447805,0.9910971583372139,0.9913317762225508,0.9912159672702652
18,5e-05,0.018508451287281336,0.9905405630251739,0.9812987492686625,0.019169521644285106,0.9906334079891802,0.9814833786832281,0.990061575030706,0.9912440125123564,0.9913397905338242,0.9913111508610737
19,5e-05,0.01828955536059228,0.9906422446340198,0.9814971920317999,0.019486250212775117,0.9904383814119431,0.9811069213123207,0.9906958724001804,0.9902306076991989,0.9918878879173693,0.991131096001131
20,5e-05,0.018259483322405554,0.9906653209918848,0.9815435982866528,0.01919977877468589,0.9904936760304922,0.9812185563236834,0.9907795923301973,0.9902547299861908,0.991983241525041,0.9911823646131769
21,5e-05,0.018172873106386784,0.9907457118621184,0.9816985641078437,0.019476798677211065,0.9905333764940859,0.9812920066606567,0.98945797136031,0.9916553310601108,0.9908021442502378,0.9912035752491779
22,5e-05,0.01800668236112912,0.9907531096783166,0.981710284892097,0.01960832873886698,0.990593981311982,0.9814132101923586,0.9899288458996508,0.99130800743419,0.9912497938038355,0.9912747446312962
23,2.5e-05,0.017459513187104685,0.9909991266008321,0.9821920248642199,0.01923303690413574,0.9906543405300163,0.9815280241779534,0.9906854457165821,0.990666291979422,0.9919059913919632,0.9913361187440803
24,2.5e-05,0.01714984452680299,0.9910475847945208,0.982284005496492,0.019606746685500425,0.9903754464474069,0.9809889768261507,0.9898241575223854,0.9909799136670239,0.99112991126905,0.9910674554755888
25,2.5e-05,0.01709776812381747,0.9911108625839683,0.982408138705722,0.01935592625312597,0.9907762524952372,0.9817667960761541,0.9906181797205683,0.9909783093685127,0.991829956511417,0.9914435794554561
26,2.5e-05,0.01692011884440731,0.9911688083565519,0.9825212930273947,0.019892834766532284,0.9902324229478836,0.9807140918740307,0.9888142347335815,0.9917144412735859,0.9902222388121019,0.9909306032111845
27,2.5e-05,0.016945123800107133,0.991181722831258,0.9825454272608255,0.019326484217925603,0.9907692968845367,0.9817516696022217,0.9913855453571642,0.9901973393308111,0.9925032417817288,0.991445831505649
28,2.5e-05,0.016808630120207474,0.9912126652471701,0.9826045255698812,0.019989545546831137,0.9903223598936954,0.9808881462338459,0.9909232312656311,0.9897742003920567,0.9921416835971626,0.9910379375319883
29,2.5e-05,0.016587946378679018,0.9912842588858498,0.982743934668789,0.01970060443483203,0.990413581570947,0.9810640269733337,0.9907955168241478,0.9900855651820999,0.9920244127152914,0.9911073230835329
30,1.25e-05,0.01631576543594417,0.9913838064954072,0.9829351465942365,0.019270072921168013,0.9907502851572382,0.9817156782710409,0.9910511076450348,0.9904951476548092,0.9922294945242893,0.9914238941238587
